Work ID,DOI,Title,Author,Year,Date,Citation count,Open access
W2955223513,https://doi.org/10.26717/bjstr.2019.15.002764,Using Biomedical Text Mining to Uncover Potential Use of Existing Drugs for Inflammatory Breast Cancer (IBC),Kevin P. Williams,2019,2019-03-12,1,Open Access
W4409773439,https://doi.org/10.4236/oalib.1113204,An Analysis of the Application of Large Language Models in the Construction of Smart Libraries,Wenping Sun,2025,2025-01-01,1,Open Access
W7127049495,https://doi.org/10.28991/esj-2026-010-01-09,Structure-Aware Chunking for Complex Tables in Retrieval-Augmented Generation Systems,Xin-Kuang Koay|Lee-Yeng Ong|Pey-Yun Goh,2026,2026-02-01,1,Open Access
W7155071246,https://doi.org/10.4143/crt.2026.0047,Multimodal Knowledge Graph–Guided RAG-LLM for Clinical Decision Support in Pediatric Leukemia,Jong keon Song|Dong Bin Youk|Hyery Kim|Sang‐Hyun Hwang,2026,2026-04-21,0,Open Access
W4389190230,https://doi.org/10.1684/ers.2023.1763,Development of Geographical Information System for agricultural land mapping in metropolitan France and its application to estimate residential proximity to crops in the GEOCAP Agri Project,Perrine de Crouy-Chanel|Matthieu Mancini|Jacqueline Clavel|Stéphanie Goujon|Laurence Guldner,2023,2023-11-30,2,Open Access
W4413143023,https://doi.org/10.1016/j.compind.2025.104347,A platform to support the fast development of digital twins for agricultural holdings,Jorge Laguna|Mario E. Suaza-Medina|Rubén Béjar|Javier Lacasta|F. Javier Zarazaga‐Soria,2025,2025-08-09,4,Open Access
W4380989489,https://doi.org/10.4081/jae.2023.1526,Assessment of the ecosystem services given by rural and urban green areas to preserve high quality territories from land take: the case of the Province of Monza Brianza (Italy),Giulio Senes|Natalia Fumagalli|P. Ferrario|Roberto Rovelli|Federico Riva|Giovanna Sacchi|Paolo Gamba|Giacomo Ruffini|Giacomo Redondi,2023,2023-06-16,3,Open Access
W7125958658,https://doi.org/10.22190/jtesap250815040f,FROM LECTURER TO CHATBOT: EVALUATING A HYBRID TEACHING MODEL,Asya A. Filatova|Alexander Didenko|Ulyana Ravedovskaya Ravedovskaya,2025,2025-12-29,1,Open Access
W4363677147,https://doi.org/10.35341/afet.1241016,The Use of Web GIS in The Rapid Evaluation Process of The Post-Earthquake Urban Building Stock,Aşır Yüksel Kaya,2023,2023-03-31,2,Open Access
W4404401197,https://doi.org/10.3390/computation14060125,A Comprehensive Survey and Guide to Multimodal Large Language Models in Vision–Language Tasks,Chia Xin Liang|Pu Tian|Caitlyn Heqi Yin|Yao Yua|Wei An-Hou|Li Ming|Xinyuan Song|Tianyang Wang|Ziqian Bi|Ming Liu|Riyang Bao|Pengbin Feng,2026,2026-05-29,5,Open Access
W4404854115,https://doi.org/10.3390/app142311165,AI-Enhanced Disaster Management: A Modular OSINT System for Rapid Automated Reporting,Klaus Schwarz|Kendrick Bollens|Daniel Arias Aranda|Michael Hartmann,2024,2024-11-29,4,Open Access
W2768600909,https://doi.org/10.5194/isprs-annals-iv-4-w4-357-2017,"PRODUCING INFORMATION FOR CORINE DATABASE BY USING CLASSIFICATION METHOD: A CASE STUDY OF SAZLIDERE BASIN, ISTANBUL",Fulya Başak Sarıyılmaz|Nebiye Musaoğlu|Necla Uluğtekin,2017,2017-11-13,1,Open Access
W4411216727,https://doi.org/10.32604/cmes.2025.064168,ChatGPT in Research and Education: A SWOT Analysis of Its Academic Impact,Abu Saleh Musa Miah|Md. Mahbubur Rahman Tusher|Md Moazzem Hossain|Md Mamun Hossain|Md Abdur Rahim|Md. Ekramul Hamid|Md. Saiful Islam|Jungpil Shin,2025,2025-01-01,3,Open Access
W7115025704,https://doi.org/10.63282/3117-5481/aijcst-v7i2p103,Generative AI Evolution: Co-Pilot Tools for Claims Processing and Underwriting Enhancement,Komal Manohar Tekale,2025,2025-01-01,1,Open Access
W4399753161,https://doi.org/10.14445/22312803/ijctt-v72i5p118,Large Language Model-Based Autonomous Agents,Prerak Garg|Divya Beeram,2024,2024-05-30,2,Open Access
W7135028756,https://doi.org/10.3389/fmed.2026.1752778,Improving TCM question answering through tree-organized self-reflective retrieval with LLMs,Chang Liu|Ying Chang|Ju Li|Yi Qu|Yuan Li|Lingyong Cao|Shuyuan Lin,2026,2026-03-12,1,Open Access
W4206948211,https://doi.org/10.1002/rse2.251,Time series enable the characterization of small‐scale vegetation dynamics that influence fine‐scale animal behavior – an example from white storks' foraging behavior,Ines Standfuß|Christian Geiß|Ran Nathan|Shay Rotics|Martina Scacco|Grégoire Kerr|Hannes Taubenböck,2022,2022-01-22,4,Open Access
W4399454054,https://doi.org/10.1109/tkde.2026.3709941,"A Survey on Medical Large Language Models: Technology, Application, Trustworthiness, and Future Directions",Lei Liu|Xiaoyan Yang|Junchi Lei|Yue Shen|Jian Wang|Peng Wei|Zhixuan Chu|Zhan Qin|Kui Ren,2026,2026-01-01,22,Open Access
W4415910060,https://doi.org/10.3390/knowledge5040025,Enhancing Chatbot Performance in a SaaS Platform Through Retrieval-Augmented Generation and Prompt Engineering: A Case Study in Behavioral Safety Analysis,Jorge Rivera García|Scarlett Zapata|Ricardo Pizarro|Brian Keith,2025,2025-11-05,1,Open Access
W1552972967,https://doi.org/10.5281/zenodo.34873,Optimized Unsupervised Image Classification Based On Neutrosophic Set Theory,A. E. Amin,2014,2014-12-12,2,Open Access
W4413880348,https://doi.org/10.3390/v17091204,Identification and Characterization of MmuPV1 Causing Papillomatosis Outbreak in an Animal Research Facility,Vladimır Majerčiak|Kristin E. Killoran|Lulu Yu|Deanna Gotte|Elijah F. Edmondson|Matthew W. Breed|Renee E. King|Melody E. Roelke-Parker|Paul F. Lambert|Joshua Kramer|Zhi‐Ming Zheng,2025,2025-09-01,2,Open Access
W7161240743,https://doi.org/10.5755/j01.itc.55.1.42562,CogniRAG: Integrating Causal Hyperedges and Counterfactual Reasoning for Knowledge-Intensive Tasks,Luoyao He,2026,2026-04-03,0,Open Access
W2139666406,,Image-Based Change Detection Using An Integrated Spatiotemporal Gazett eer,Giorgos Mountrakis,2000,2000-01-01,2,Open Access
W4413428315,https://doi.org/10.1080/01639374.2025.2539787,The Librarian Skillset and the Needs of Artificial Intelligence,Corey A. Harper|Paul Groth,2025,2025-08-22,3,Open Access
W4391537526,https://doi.org/10.3389/frai.2024.1167137,Analyzing global utilization and missed opportunities in debt-for-nature swaps with generative AI,Nataliya Tkachenko|Simon Frieder|Ryan‐Rhys Griffiths|Christoph Nedopil,2024,2024-02-05,3,Open Access
W7125971381,https://doi.org/10.1109/access.2026.3658655,LLM-Augmented Knowledge Base Construction for Root Cause Analysis,Nguyen Phuc Tran|B. JAUMARD|Oscar Escamilla Delgado|Tristan Glatard|K. Premkumar|Kun Ni,2026,2026-01-01,1,Open Access
W3211064491,https://doi.org/10.17863/cam.77623,Integrating demography and distribution modeling for the iconic <i>Leontopodium alpinum</i> Colm. in the Romanian Carpathians.,Lăcrămioara M. Maghiar|Ilie A Stoica|Andrew J. Tanentzap,2021,2021-08-25,1,Open Access
W4409764502,https://doi.org/10.3390/s25092707,The Aboveground Biomass Estimation of the Grain for Green Program Stands Using UAV-LiDAR and Sentinel-2 Data,Gaoke Yueliang|Gentana Ge|Xiaosong Li|Cuicui Ji|Tiancan Wang|Tong Shen|Yubo Zhi|Chaochao Chen|Licheng Zhao,2025,2025-04-24,3,Open Access
W4402598499,https://doi.org/10.1111/tgis.13246,Knowledge‐Guided Automated Cartographic Generalization Process Construction: A Case Study Based on Map Analysis of Public Maps of China,Xiaorong Gao|Haowen Yan|Zhongkui Chen|Panfei Yin,2024,2024-09-18,3,Open Access
W4404968145,https://doi.org/10.1504/ijbfmi.2025.142951,Nearshoring and its potential impacts on the global supply chain: case study of retailing and manufacturing firms,Alan D. Smith,2024,2024-12-03,1,Open Access
W4409407288,https://doi.org/10.53555/jrtdd.v6i10s(2).3548,DevOps-Enabled Tax Intelligence: A Scalable Architecture for Real-Time Compliance in Insurance Advisory,Balaji Adusupalli,2023,2023-01-01,1,Open Access
W4388225477,https://doi.org/10.3389/fspas.2023.1275516,Progress and prospects for research on Martian topographic features and typical landform identification,Danyang Liu|Weiming Cheng,2023,2023-11-02,5,Open Access
W7108213365,https://doi.org/10.1515/labmed-2025-0220,Using large language models for therapeutic drug monitoring reporting – a proof-of-concept,Jakob Adler|Jan Kirchhoff|Steffen Bauer|Frank-Peter Schmidt|Fabian Berns,2025,2025-10-03,1,Open Access
W2616333037,https://doi.org/10.5194/isprs-archives-xlii-5-w1-15-2017,"THE ACQUISITION, PRODUCTION AND DISSEMINATION OF GEOSPATIAL DATA FOR EMERGENCY MANAGEMENT AND PRESERVATION OF CULTURAL HERITAGE",Edward D. Santoro,2017,2017-05-12,2,Open Access
W3208568098,https://doi.org/10.37394/23207.2021.18.121,Rise of Biobanking in the EU: Evidence from the Framework Programmes,Ľubica Kotorová Slušná|Miroslav Balog|Vladimı́r Baláž|Edita Nemcová|Richard Filčák|Tomáš Jeck|Martina Antošová,2021,2021-11-01,2,Open Access
W4385835341,https://doi.org/10.3390/v15081742,Rendezvous with Vaccinia Virus in the Post-smallpox Era: R&amp;D Advances,Yuxiang Wang,2023,2023-08-15,3,Open Access
W4319239235,https://doi.org/10.5327/z2176-94781441,Análise da sensibilidade ambiental dos ambientes afetados pelo derramamento de óleo no litoral brasileiro,Carolina Schmanech Mussi|Nalu Izadora Zago|Rosemeri Carvalho Marenzi|Marcus Polette,2023,2023-02-02,2,Open Access
W4412036188,https://doi.org/10.14569/ijacsa.2025.0160602,Transforming the Working Style of Call Center Agents Through Generative AI,Satya Karteek Gudipati,2025,2025-01-01,1,Open Access
W4413480762,https://doi.org/10.3390/pr13092680,A Comparative Review of Large Language Models in Engineering with Emphasis on Chemical Engineering Applications,Teck Leong Khoo|Tin Sin Lee|Soo-Tueen Bee|Chi Ma|Yuanyuan Zhang,2025,2025-08-23,9,Open Access
W4413326441,https://doi.org/10.30955/gnj.07534,Sustainable Site Selection for a Cooperative Dairy Factory in NW Türkiye,"Everest, Timuçin|Everest, Bengü",2025,2025-08-19,2,Open Access
W2410958346,https://doi.org/10.5194/isprs-archives-xli-b3-99-2016,ANALYZING RCD30 OBLIQUE PERFORMANCE IN A PRODUCTION ENVIRONMENT,Marcel Soler|Wolfgang Kornus|A. Magariños|María Carmen Borrego Plá,2016,2016-06-09,1,Open Access
W4250372458,https://doi.org/10.5194/isprsarchives-xli-b3-99-2016,ANALYZING RCD30 OBLIQUE PERFORMANCE IN A PRODUCTION ENVIRONMENT,Marc E. Solèr|W. Kornus|A. Magariños|M. Pla,2016,2016-06-09,1,Open Access
W2958460887,https://doi.org/10.1155/2019/1483294,Large-Scale Coarse-to-Fine Object Retrieval Ontology and Deep Local Multitask Learning,Ngoc Quoc Ly|Tuong Do|Binh X. Nguyen,2019,2019-07-18,9,Open Access
W4406099740,https://doi.org/10.3390/app15010440,Prototype System for Supporting Medical Diagnosis Based on Voice Interviewing,Artur Samojluk|Piotr Artiemjew,2025,2025-01-06,1,Open Access
W4205978503,https://doi.org/10.46300/9106.2022.16.21,A study on Predictive Modeling of Users’ Parasocial Relationship Types based on Social Media Text Big Data,Jiatong Meng|Yu‐Cheng Chen,2022,2022-01-07,1,Open Access
W2770303823,,Report of the ICA Workshop on Map Generalization (97-3),William Mackaness|Robert Weibel|Barbara P. Buttenfield,1997,1997-10-01,2,Open Access
W4376464461,https://doi.org/10.33998/jumanage.2023.2.1.674,Kajian Literatur Sistematis Analisa Rantai Pasok Ikan Patin Untuk Perancangan Sistem Informasi,Mochammad Arief Hermawan Sutoyo|Ernawati HD|Mirawati Yanita,2023,2023-01-30,1,Open Access
W4414291179,https://doi.org/10.1080/20964471.2025.2560164,A city-level dataset of population subcenters in Chinese cities for urban polycentric detection (2001–2021),Xinyue Gu|Mwm Yu|Xintao Liu,2025,2025-09-17,2,Open Access
W7125649495,https://doi.org/10.56553/popets-2026-0026,Word-level Annotation of GDPR Transparency Compliance in Privacy Policies using Large Language Models,Thomas Cory|Wolf Rieder|Julia Krämer|Philip Raschke|Patrick Herbke|Axel Küpper,2026,2026-01-01,2,Open Access
W1965937419,https://doi.org/10.2298/gsgd0803087r,Evolving GIS technologies in nature conservation and the spatial planning strategy of Tara NP (Serbia) as a potential UNECSO MAB reserve,Dejan Radović|G. Andrian|Ivica Radović|Zoran Srdić|Dragutin Protić,2008,2008-01-01,1,Open Access
W7160279050,https://doi.org/10.1016/j.nmni.2026.101756,"Analysing outbreak signals, 2013–2024: The amsterdam UMC centre for Tropical Medicine and Travel Medicine Epi Alert programme – an observational study",Jelmer van Os|K. de Jong Hanna|Galadriel Pellejero-Sagastizábal|José Ramón Paño‐Pardo|F-Xavier Lescure|Thomas Hänscheid|Martin P. Grobusch|A. Goorhuis,2026,2026-05-04,1,Open Access
W4414068852,https://doi.org/10.7759/s44389-025-05957-4,Information Retrieval System for Automating Quiz Generation and Evaluation Using Large Language Models,Gayatri Kurulkar|Sakshi Ingale|Advait Shinde|Y. N. Jangale|Suhasini Itkar,2025,2025-09-08,0,Open Access
W7148553470,https://doi.org/10.3390/computers15040221,Table-Aware Row-Level RAG for Classical Chinese Understanding,Zhihao Liu|Waiyie Leong,2026,2026-04-02,0,Open Access
W4409522398,https://doi.org/10.36040/jati.v9i2.13003,IMPLEMENTASI CHATBOT MENGGUNAKAN FRAMEWORK LANGCHAIN BERBASIS LLM GPT,Muhammad Muhajir|Novi Prastiti|Meidya Koeshardianto,2025,2025-03-22,1,Open Access
W7127892631,https://doi.org/10.3390/app16031633,The Application of AI Chatbot System Based on CLIL Concept in the Teaching of Artificial Intelligence Courses,Z. Liu|Qian Wang,2026,2026-02-05,1,Open Access
W4411364547,https://doi.org/10.1080/09540091.2025.2518991,An NLP-driven e-learning platform with LLMs and graph databases for personalised guidance,Gabriela Dobriţa|Simona‐Vasilica Oprea|Adela Bârã,2025,2025-06-17,4,Open Access
W7125773323,https://doi.org/10.1093/bioadv/vbag028,Empowering biological knowledgebases: advances in human-in-the-loop AI-driven literature curation,Valerie Wood|Matt Jeffryes|Andrew F Green|Matthias Blum|Sandra Orchard|Simona Panni|Federica Quaglia|Raul Rodriguez-Esteban|James Seager|Silvio C E Tosatto|Ulrike Wittig|Melissa Harrison,2026,2026-01-01,4,Open Access
W4415239677,https://doi.org/10.3390/ijgi14100405,"The Potential Use of Electric Bicycles in the Historic Quarter of the Seaport City of Valparaíso, Chile, Through Participatory Mapping and Focus Groups Supported by AI Data Processing",Vicente Aprigliano|Catalina Toro|Gonzalo Sebastián Leiva Rojas|Mitsuyoshi Fukushi|Iván Bastías|Sebastián Seriani|William Ribeiro Silva|Álvaro Peña|Luis López,2025,2025-10-16,1,Open Access
W4410462250,https://doi.org/10.37745/ejcsit.2013/vol13n22114,Data Stewardship Co-Pilot: Transforming Enterprise Data Governance with Generative AI and Agentic Frameworks,Sumit Chakraborty,2025,2025-04-15,1,Open Access
W4417293140,https://doi.org/10.63282/3117-5481/aijcst-v3i2p102,High-Performance Data Management Architectures for Scalable Machine Learning Pipelines in Cloud Ecosystems,Ye-Seul Han,2021,2021-01-01,1,Open Access
W4411299699,https://doi.org/10.1038/s41746-025-01692-1,A scoping review of self-supervised representation learning for clinical decision making using EHR categorical data,Zheng Yuanyuan|Bensahla Adel|Mina Bjelogrlic|Jamil Zaghir|Hugues Turbé|Bednarczyk Lydie|Gaudet-Blavignac Christophe|Julien Ehrsam|Stéphane Marchand‐Maillet|Lovis Christian,2025,2025-06-14,4,Open Access
W4402620005,https://doi.org/10.1186/s12864-024-10747-8,Long-read de novo genome assembly of Gulf toadfish (Opsanus beta),Nicholas S. Kron|Benjamin D. Young|Melissa K. Drown|M. Danielle McDonald,2024,2024-09-18,4,Open Access
W4413791999,https://doi.org/10.3390/info16090744,Feasibility Evaluation of Secure Offline Large Language Models with Retrieval-Augmented Generation for CPU-Only Inference,E. P. T. Tyndall|Torrey Wagner|Colleen Gayheart|Alexandre Some|Brent Langhals,2025,2025-08-28,3,Open Access
W4410005236,https://doi.org/10.3390/rs17091606,Supervised Semantic Segmentation of Urban Area Using SAR,Joanna Pluto-Kossakowska|Sandhi Wangiyana,2025,2025-05-01,4,Open Access
W2141918764,,Mali rječnik digitalne kartografije,Nedjeljko Frančula|Miljenko Lapaine,2008,2008-12-15,1,Open Access
W7128065115,https://doi.org/10.3389/fdmed.2025.1760990,"Retrieval augmented generation in dentistry: potentials, applications, and future directions",Tahereh Firoozi|Rojin Adabdokht|Hollis Lai,2026,2026-02-05,1,Open Access
W7151521311,https://doi.org/10.1007/s10506-026-09506-9,"Legal citation prediction with LLMs: a comparative evaluation of instruction tuning, retrieval, and jurisdiction-specific pre-training on the AusLaw citation benchmark",Jiuzhou Han|Paul Burgess|Ehsan Shareghi,2026,2026-04-07,1,Open Access
W2574608180,https://doi.org/10.4000/brussels.1101,When you can’t see the city for the trees. A joint analysis of the Sonian Forest and urban reality,Lee Christopher Roland,2016,2016-01-01,4,Open Access
W4414281829,https://doi.org/10.3390/info16090809,BPMN-Based Design of Multi-Agent Systems: Personalized Language Learning Workflow Automation with RAG-Enhanced Knowledge Access,Hedi Tebourbi|Sana Nouzri|Yazan Mualla|Meryem EL Fatimi|Amro Najjar|Abdeljalil Abbas‐Turki|Mahjoub Dridi,2025,2025-09-17,4,Open Access
W4413754459,https://doi.org/10.1007/s10278-025-01598-0,Content-Based 3D Image Retrieval and a ColBERT-Inspired Re-ranking for Tumor Flagging and Staging,Farnaz Khun Jush|Steffen Vogler|Matthias Lenga,2025,2025-08-27,1,Open Access
W4411604341,https://doi.org/10.3390/modelling6030053,Enhancing Mathematical Knowledge Graphs with Large Language Models,Antonio Lobo-Santos|Joaquín Borrego‐Díaz,2025,2025-06-24,1,Open Access
W4416198096,https://doi.org/10.20473/jisebi.11.3.383-392,Academic Guidebook Chatbot: Performance Comparison of Fine-Tuned Mistral 7B and LlaMA-2 7B,Davied Indra Rachman|Agus Subhan Akbar|Alzena Dona Sabilla,2025,2025-10-28,1,Open Access
W4391065837,https://doi.org/10.1016/j.csbj.2023.12.046,NeuralBeds: Neural embeddings for efficient DNA data compression and optimized similarity search,Oluwafemi A. Sarumi|Maximilian Hahn|Dominik Heider,2024,2024-01-15,2,Open Access
W4293572350,https://doi.org/10.31648/aspal.7162,Changes in the spatial structure of land use as a result of suburbanisation processes in rural areas surrounding the Tri-city agglomeration,Barbara Korwel-Lejkowska,2022,2022-08-30,2,Open Access
W7160164450,https://doi.org/10.3390/app16094400,EduMSRA: A Multi-Source Educational Research Agent Integrating Retrieval-Augmented Generation and Model Context Protocol for Adaptive Intelligent Tutoring Systems,Thi-Linh Ho|Thanh-Phong Lam,2026,2026-04-30,1,Open Access
